GEOID,NAME,variable,estimate,moe,coverage_all,coverage_na,coverage_4050,coverage_5060,coverage_6070,coverage_7080,coverage_8090,coverage_90,noise4050n,noise5060n,noise6070n,noise7080n,noise8090n,noise90n,noise4050p,noise5060p,noise6070p,noise7080p,noise8090p,noise90p
"32001950100","Census Tract 9501, Churchill County, Nevada",B01003_001,2322,334,10803015.0819736,10778163.4758047,9718.08758573921,9385.31979983168,5399.9894172373,325.20936612424,18,5,2.80185059952134,3.09974614155168,3.04154003822852,0.0318266444934932,0.00147987016408219,0.000411075045578387,0.000899571787320304,0.000868768554761385,0.000499859472217895,3.01035742018817e-05,1.66620150609949e-06,4.62833751694304e-07
"32001950301","Census Tract 9503.01, Churchill County, Nevada",B01003_001,3961,480,4976.09204871572,4728.08037401739,74.5740186218172,104.545436841319,68.8922192351893,0,0,0,55.9474915844416,72.1723658841526,44.1779275547445,0,0,0,0.0149864628491075,0.0210095464106822,0.0138446432583516,0,0,0
"32001950302","Census Tract 9503.02, Churchill County, Nevada",B01003_001,5164,427,6479.35511877829,5871.41463336492,238.465275511052,215.392556812963,153.623488320901,0.459164768457413,0,0,182.839934625537,167.848236808082,86.443488576021,0.239241113252102,0,0,0.0368038595106383,0.0332429003912316,0.0237096880020781,7.08658130385034e-05,0,0
"32001950400","Census Tract 9504, Churchill County, Nevada",B01003_001,700,379,37796.5188501388,37520.8688697874,233.582887142897,42.0670932084322,0,0,0,0,4.32600742011,0.779091994229898,0,0,0,0,0.00618001060015714,0.00111298856318557,0,0,0,0
"32001950500","Census Tract 9505, Churchill County, Nevada",B01003_001,1464,149,430433.899712143,428353.41781792,523.861117016857,774.113084167785,782.507693038897,0,0,0,1.60307910578131,2.55003591497791,1.98122488528247,0,0,0,0.00121705357632657,0.00179844822790556,0.00181795089457918,0,0,0
"32001950600","Census Tract 9506, Churchill County, Nevada",B01003_001,5103,597,2031731.33353468,2000026.96226542,14374.0242225865,11701.3508089424,3801.75459148122,1743.24164624626,62,22,25.9384650772612,21.5088842778611,12.8754766813566,1.62660583540475,0.0374568794581015,0.0132911507754554,0.00707476622786515,0.00575930026564346,0.00187118962469667,0.000858007954828103,3.05158457600476e-05,1.08282033342104e-05
"32001950700","Census Tract 9507, Churchill County, Nevada",B01003_001,5892,553,1142258.07713059,1133336.6458379,3366.48364022722,3404.66421882764,2063.5423249632,86.7411086694265,0,0,65.7378317641243,67.8218157031739,33.9745221543149,1.0427768865928,0,0,0.002947218065364,0.00298064359271621,0.00180654649442,7.59382756017138e-05,0,0
"32003000101","Census Tract 1.01, Clark County, Nevada",B01003_001,7122,990,4192.84510906883,0,1250.5462542312,2459.09029126093,265.979737062611,114.996954228263,102.231872285833,0,2248.63226691146,3910.63568014394,553.535634922226,221.687460291557,187.508957730819,0,0.29825720285406,0.586496812377373,0.0634365759153171,0.0274269502537866,0.0243824585994632,0
"32003000103","Census Tract 1.03, Clark County, Nevada",B01003_001,6342,941,1444.47545538237,1335.29299434009,39.9464249014854,45.4810752733902,23.7549608674062,0,0,0,161.392960479182,188.291359647338,96.0424012431211,0,0,0,0.0276546235193115,0.031486222284996,0.0164453890710922,0,0,0
"32003000105","Census Tract 1.05, Clark County, Nevada",B01003_001,4285,747,2269.36297110089,1465.97649947715,448.329356020737,232.877650407972,107.837331164628,13.6651841923594,0.676949838046312,0,510.162204884612,320.432643335158,124.612219384691,14.0187854911609,0.694466641229285,0,0.197557359369113,0.102618070962443,0.0475187673976698,0.00602159476750883,0.000298299499316284,0
"32003000106","Census Tract 1.06, Clark County, Nevada",B01003_001,4407,525,1509.75258458685,994.771847153552,245.330992580159,197.662599768955,64.1544343847781,7.83057663380168,0.00213406560942531,0,693.978607249353,560.643169016238,180.752897721931,22.0104874791991,0.00584173011149488,0,0.162497481431564,0.130923835989356,0.0424933429753552,0.00518666218143586,1.41352009012079e-06,0
"32003000107","Census Tract 1.07, Clark County, Nevada",B01003_001,4016,841,1391.14679429341,1246.25540551674,52.013656237055,69.1900666188449,23.6876659207737,0,0,0,169.565822593559,224.243348993115,85.2258982324644,0,0,0,0.0373890494162218,0.0497359925657505,0.0170274380949173,0,0,0
"32003000108","Census Tract 1.08, Clark County, Nevada",B01003_001,3533,1112,1068.51022386277,0,252.896092091687,757.973512512683,17.2661735666916,20.6334349960089,19.7410106956959,0,710.018242472727,2675.49487975773,44.1833922307743,52.7934369675632,50.5100485712051,0,0.236681022271779,0.709374131931594,0.0161591093665653,0.0193104703494713,0.0184752660805905,0
"32003000109","Census Tract 1.09, Clark County, Nevada",B01003_001,3398,482,1072.57366503904,0,774.534530278064,161.042613907921,56.388063064227,43.9275339692831,36.6809238195419,0,2560.98626467047,461.152490640577,155.361878394244,120.216242962249,100.283123332461,0,0.722127118653313,0.150145970535329,0.0525726716049613,0.0409552606045799,0.0341989786018165,0
"32003000201","Census Tract 2.01, Clark County, Nevada",B01003_001,3693,797,2437.92789114452,235,1720.37339778268,319.297706510859,80.2509043263271,46.695982434554,36.3099000900984,0,2710.30230198452,480.742961825235,139.424261830249,39.2266371996461,24.1325450507278,0,0.705670337515613,0.130970939571539,0.0329176693936802,0.0191539637428046,0.0148937547422915,0
"32003000203","Census Tract 2.03, Clark County, Nevada",B01003_001,4327,646,2259.6362740644,1323.98466707496,394.979022154784,299.068094346934,168.131784945144,65.5458506792784,7.92685486329719,0,819.502498352065,545.282366123363,247.660135729264,165.645857398122,21.2810034950359,0,0.174797610875815,0.132352316069436,0.0744065701524284,0.0290072572438313,0.00350802248763656,0
