GEOID,NAME,variable,estimate,moe,coverage_all,coverage_na,coverage_4050,coverage_5060,coverage_6070,coverage_7080,coverage_8090,coverage_90,noise4050n,noise5060n,noise6070n,noise7080n,noise8090n,noise90n,noise4050p,noise5060p,noise6070p,noise7080p,noise8090p,noise90p
"46003973600","Census Tract 9736, Aurora County, South Dakota",B01003_001,2757,,2051105.56373414,2030165.99517521,8866.22287931506,6251.66174973166,3272.50093837047,2548.18299151957,1,0,21.4452799243025,18.9226904856193,7.82178483324514,9.47582996624922,0.000789905912604256,0,0.00432265556492063,0.00304794734131099,0.00159548147897991,0.00124234609694124,4.87541946977828e-07,0
"46005956600","Census Tract 9566, Beadle County, South Dakota",B01003_001,1892,180,1614192.76996943,1593089.63980964,11269.0696594301,6665.4599521391,2984.97322988694,147.627318333834,30,6,13.2081051747687,7.81214629151321,3.49855115856329,0.173017720782658,0.0351586135824217,0.00703246350828522,0.00698124156487425,0.00412928373620787,0.00184920493104642,9.14558168518065e-05,1.85851408568557e-05,3.71702817137115e-06
"46005956700","Census Tract 9567, Beadle County, South Dakota",B01003_001,2321,211,1826686.21520892,1800510.50279586,14427.018983441,7786.6261962125,3721.06723345722,180.999999970198,43.9999999776483,16.0000000037253,18.7831664791759,10.2111521953858,4.86157904303647,0.235934443648853,0.0582271242578919,0.0217333011849919,0.00789791857152157,0.00426270594882763,0.0020370588021499,9.90865308246147e-05,2.40873334518572e-05,8.75903035261878e-06
"46005956800","Census Tract 9568, Beadle County, South Dakota",B01003_001,2206,303,82561.3937490216,75413.2989273711,4163.88265476422,2077.74243797379,869.164715607651,32.0980761705432,5.2069371342659,0,247.004351148942,103.439076190093,34.7909186036602,1.11416258043305,0.30454467986566,0,0.0504337737735147,0.0251660291042315,0.0105274956749134,0.000388778274118266,6.30674568078934e-05,0
"46005956900","Census Tract 9569, Beadle County, South Dakota",B01003_001,3443,453,2517.14389178237,816.433466721326,1057.46315459523,536.674884215914,94.670462474227,9.90192377567291,2,0,1419.25397723425,713.273864235586,129.55090388239,13.1762869741186,2.92876276697273,0,0.420104372279825,0.213207868635551,0.0376102704272466,0.00393379329962001,0.000794551319266781,0
"46005957000","Census Tract 9570, Beadle County, South Dakota",B01003_001,4962,444,67750.6150267913,65381.4070246287,1120.23976040247,946.707757371518,299.135571590239,2.33184993267059,0.7930628657341,0,298.041373523008,211.877130002197,30.3568942536128,0.398778152489016,0.154242364473723,0,0.0165347541119662,0.0139734193851547,0.0044152451084311,3.44181367467806e-05,1.17056186932103e-05,0
"46005957100","Census Tract 9571, Beadle County, South Dakota",B01003_001,3514,433,46132.8360793285,43601.0636827582,1118.7084986727,909.724618285552,475.671129544731,20.6681500673294,7,0,204.891880678454,125.967316645376,65.0271261261647,2.3243626817315,0.244949041815167,0,0.0242497230551576,0.0197196768202419,0.0103109015176692,0.000448013862225793,0.000151735739549223,0
"46007941000","Census Tract 9410, Bennett County, South Dakota",B01003_001,1738,188,25490.9744951886,24936.6019542521,215.457192509486,267.142691628658,71.7726567983627,0,0,0,13.7815139772492,17.0891884054409,3.77810177124569,0,0,0,0.00845229328326201,0.0104798932531622,0.00281561055313557,0,0,0
"46007941200","Census Tract 9412, Bennett County, South Dakota",B01003_001,1692,188,3399889.82531891,3388575.88892264,4278.85225220399,5652.77185751312,1382.31228655475,0,0,0,2.01882961138824,2.76736999558823,0.681748466604123,0,0,0,0.00125852673823118,0.00166263383460753,0.000406575612027395,0,0,0
"46009967600","Census Tract 9676, Bon Homme County, South Dakota",B01003_001,3056,211,760391.935153115,748060.88533091,5542.51945563359,5137.26588924344,1610.26447732857,33,4,4,23.1205687089624,20.6058206579279,6.7896429472643,0.134185305106258,0.0147328752474451,0.0147328752474451,0.00728902977451691,0.00675607624403458,0.0021176769543253,4.33986717565002e-05,5.26044506139396e-06,5.26044506139396e-06
