GEOID,NAME,variable,estimate,moe,coverage_all,coverage_na,coverage_4050,coverage_5060,coverage_6070,coverage_7080,coverage_8090,coverage_90,noise4050n,noise5060n,noise6070n,noise7080n,noise8090n,noise90n,noise4050p,noise5060p,noise6070p,noise7080p,noise8090p,noise90p
"56001962700","Census Tract 9627, Albany County, Wyoming",B01003_001,3411,334,710220.231437319,648420.143353336,33210.7003842565,20062.6934363835,6358.87963833948,2004.49405547407,143.32056952978,20,347.920577719094,225.980673207912,55.9116803052483,13.4914422145219,1.54097106007552,0.391075963919088,0.0467611297372447,0.0282485524184256,0.00895339129592324,0.00282235561132557,0.000201797362544479,2.81602791848448e-05
"56001962800","Census Tract 9628, Albany County, Wyoming",B01003_001,2992,451,9092.51525069188,7473.25864232691,923.448955284675,532.378918894159,134.333958772011,28.8492815259669,0.245493888156489,0,440.325576728981,216.062170990424,41.9616045247671,8.40039436934813,0.0691077068306948,0,0.101561441452013,0.0585513363701698,0.0147741252082903,0.00317286039457253,2.69995574808421e-05,0
"56001962900","Census Tract 9629, Albany County, Wyoming",B01003_001,1916,309,7992.20625222773,394.459074912542,4076.32374986629,2826.37070629968,459.554533952782,210.435758566484,23.0500571802258,2.01237144973129,977.433219471861,677.219749461122,110.196195288636,50.4751786628254,5.52688146683021,0.482937667953344,0.510037356547206,0.353640861747264,0.0575003346322158,0.0263301211111547,0.00288406685873515,0.000251791731372093
"56001963000","Census Tract 9630, Albany County, Wyoming",B01003_001,2531,388,9996.49433080863,7082.25154654196,1791.18593155025,879.782694856772,230.460889555782,11.4499679803848,1.36330032348633,0,622.188930373904,564.937484889427,143.809760175903,10.7972793188498,1.2855873844693,0,0.179181408229274,0.0880091225726335,0.0230541709852738,0.0011453983368046,0.000136377841908509,0
"56001963101","Census Tract 9631.01, Albany County, Wyoming",B01003_001,4053,437,5659.7003697629,5403.87978395148,157.44482380501,98.3757620064134,0,0,0,0,119.211293126337,74.7790281931062,0,0,0,0,0.0278185793449708,0.0173817968406929,0,0,0,0
"56001963102","Census Tract 9631.02, Albany County, Wyoming",B01003_001,4448,669,1920.45953571566,1489.18653394774,317.89404602279,113.378955745131,0,0,0,0,678.489168419772,286.681865294374,0,0,0,0,0.165530197388057,0.0590374093473835,0,0,0,0
"56001963400","Census Tract 9634, Albany County, Wyoming",B01003_001,3251,479,1464.67163041727,71.920065467013,842.299625783431,444.667506010108,92.5259056393988,11.0373353362083,1.22119218111038,1,2100.85479517722,786.366334634853,145.150295496488,17.3148533318682,1.9157489431878,1.56875303725404,0.575077449642053,0.303595356648935,0.0631717742857074,0.00753570637062446,0.000833765163296347,0.000682746889632259
"56001963500","Census Tract 9635, Albany County, Wyoming",B01003_001,2326,198,2431.52033757573,1701.23607571144,501.902418707746,195.903139650254,32.4787035062909,0,0,0,407.63184367796,192.721080562054,58.3519495122694,0,0,0,0.206415060960647,0.0805681682455403,0.013357364528019,0,0,0
"56001963600","Census Tract 9636, Albany County, Wyoming",B01003_001,4370,517,2238.51367120989,761.246247779138,959.206266982714,455.926317872189,62.1348385758465,0,0,0,2289.68954018145,893.856262381502,150.175075852701,0,0,0,0.42850141114585,0.203673680324573,0.0277571852140012,0,0,0
"56001963700","Census Tract 9637, Albany County, Wyoming",B01003_001,6862,643,36150.4289870745,31092.371102559,2871.54598452428,1605.59485569533,399.264279080904,174.533531509922,6.13160512596369,0.987628579139709,1151.91311003931,534.052553893352,127.695570285223,77.219281315056,1.59692099691925,0.29523759891944,0.0794332478198527,0.0444142683969092,0.0110445239591392,0.00482797953994753,0.000169613620025257,2.73199684433298e-05
"56001963900","Census Tract 9639, Albany County, Wyoming",B01003_001,2504,318,11612984.580862,11467885.8284767,77028.219198429,51430.8248254337,12679.7169270096,3588.45401655298,299.667781870055,71.8696359992027,22.5158084472238,15.5831564814336,3.79106102155193,1.1036911271792,0.0939140077500836,0.0234575831949893,0.00663293907453992,0.00442873444525113,0.00109185686407485,0.000309003597788866,2.5804544885378e-05,6.18873085542908e-06
"56003962600","Census Tract 9626, Big Horn County, Wyoming",B01003_001,2716,299,4394678.18069258,4381252.92480855,6170.57751344526,5498.71837964111,1655.95999093965,78,18,4,3.81736223760664,3.64295253061421,0.890446735250171,0.057244914580737,0.00975460604696181,0.00395715026935093,0.00140410224815889,0.0012512220812434,0.000376810297103183,1.77487399060715e-05,4.09586305524727e-06,9.10191790054948e-07
"56003962700","Census Tract 9627, Big Horn County, Wyoming",B01003_001,4036,334,2576094.27363569,2560896.11069333,5896.52438141032,7059.98206144918,2169.65649953885,53.9999999701977,15,3,297.632312770352,229.897175527389,112.332174547268,3.77754387047865,1.54883640483677,0.0017901210879494,0.00228893967187328,0.00274057596948317,0.000842227134986317,2.09619657645473e-05,5.82276827114335e-06,1.16455365422867e-06
"56003962800","Census Tract 9628, Big Horn County, Wyoming",B01003_001,5057,335,2117758.26437675,2098548.88441455,9542.30711532379,7182.49590214067,2297.56473757177,146.012207155116,35,6,83.9529954253298,61.8102304498998,19.2342235478095,1.18739718088581,0.436801598904945,0.176756226002694,0.00450585285196943,0.00339155607273924,0.001084904153708,6.89465882915995e-05,1.65269098880369e-05,2.8331845522349e-06
